Parsing SERVER log...
  Found 3067 SERVER activations
Parsing CLIENT log...
  Found 3069 CLIENT activations

================================================================================
BILATERAL TIMING ANALYSIS
================================================================================

Time (s)     Period (ms)  Delta (ms)   Target (ms)  Error (ms)   Status
1538.46      2000         345          1000         -655         OVERLAP
1540.47      2000         -1665        1000         -2665        OVERLAP
1540.47      2000         335          1000         -665         OVERLAP
1542.48      2000         -1675        1000         -2675        OVERLAP
1542.48      2000         325          1000         -675         OVERLAP
1544.49      2000         -1685        1000         -2685        OVERLAP
1544.49      2000         315          1000         -685         OVERLAP
1546.50      2000         -1695        1000         -2695        OVERLAP
1546.50      2000         305          1000         -695         OVERLAP
1548.50      2000         -1695        1000         -2695        OVERLAP
1548.50      2000         305          1000         -695         OVERLAP
1550.46      2000         -1655        1000         -2655        OVERLAP
1550.46      2000         345          1000         -655         OVERLAP
1552.47      2000         -1665        1000         -2665        OVERLAP
1552.47      2000         335          1000         -665         OVERLAP
1554.48      2000         -1675        1000         -2675        OVERLAP
1554.48      2000         325          1000         -675         OVERLAP
1556.49      2000         -1685        1000         -2685        OVERLAP
1556.49      2000         315          1000         -685         OVERLAP
1558.49      2000         -1685        1000         -2685        OVERLAP
1558.49      2000         315          1000         -685         OVERLAP
1560.50      2000         -1695        1000         -2695        OVERLAP
1560.50      2000         305          1000         -695         OVERLAP
1562.51      2000         -1705        1000         -2705        OVERLAP
1562.51      2000         305          1000         -695         OVERLAP
1564.47      2000         -1655        1000         -2655        OVERLAP
1564.47      2000         345          1000         -655         OVERLAP
1566.48      2000         -1665        1000         -2665        OVERLAP
1566.48      2000         335          1000         -665         OVERLAP
1568.50      2000         -1685        1000         -2685        OVERLAP
1568.50      2000         315          1000         -685         OVERLAP
1570.51      2000         -1695        1000         -2695        OVERLAP
1570.51      2000         305          1000         -695         OVERLAP
1572.47      2000         -1655        1000         -2655        OVERLAP
1572.47      2000         345          1000         -655         OVERLAP
1574.48      2000         -1665        1000         -2665        OVERLAP
1574.48      2000         335          1000         -665         OVERLAP
1576.48      2000         -1665        1000         -2665        OVERLAP
1576.48      2000         335          1000         -665         OVERLAP
1578.49      2000         -1665        1000         -2665        OVERLAP
1578.49      2000         325          1000         -675         OVERLAP
1580.50      2000         -1675        1000         -2675        OVERLAP
1580.50      2000         315          1000         -685         OVERLAP
1580.50      2000         325          1000         -675         OVERLAP
1582.51      2000         -1685        1000         -2685        OVERLAP
1582.51      2000         305          1000         -695         OVERLAP
1582.51      2000         315          1000         -685         OVERLAP
1584.52      2000         -1695        1000         -2695        OVERLAP
1584.52      2000         295          1000         -705         OVERLAP
