Parsing SERVER log (ACTIVE only)...
  Found 2699 SERVER activations
Parsing CLIENT log (ACTIVE only)...
  Found 2699 CLIENT activations

====================================================================================================
BILATERAL PHASE TIMING ANALYSIS (ACTIVE CYCLES ONLY)
====================================================================================================

Time (s)     Period (ms)  CLIENT @     Target @     Phase Err    Status
2473.10      2000         +1605        1000         +605         DRIFT
2475.10      2000         +1635        1000         +635         DRIFT
2477.10      2000         +1595        1000         +595         DRIFT
2479.10      2000         +1605        1000         +605         DRIFT
2481.10      2000         +1615        1000         +615         DRIFT
2483.10      2000         +1615        1000         +615         DRIFT
2485.10      2000         +1625        1000         +625         DRIFT
2487.10      2000         +1635        1000         +635         DRIFT
2489.10      2000         +1645        1000         +645         DRIFT
2491.10      2000         +1655        1000         +655         DRIFT
2493.11      2000         +1645        1000         +645         DRIFT
2495.11      2000         +1665        1000         +665         DRIFT
2497.11      2000         +1675        1000         +675         DRIFT
2499.11      2000         +1685        1000         +685         DRIFT
2501.11      2000         +1685        1000         +685         DRIFT
2503.11      2000         +1645        1000         +645         DRIFT
2505.11      2000         +1655        1000         +655         DRIFT
2507.11      2000         +1665        1000         +665         DRIFT
2509.11      2000         +1675        1000         +675         DRIFT
2511.11      2000         +1675        1000         +675         DRIFT
2513.11      2000         +1685        1000         +685         DRIFT
2515.11      2000         +1645        1000         +645         DRIFT
2517.11      2000         +1655        1000         +655         DRIFT
2519.11      2000         +1665        1000         +665         DRIFT
2521.11      2000         +1665        1000         +665         DRIFT
2523.12      2000         +1665        1000         +665         DRIFT
2525.12      2000         +1675        1000         +675         DRIFT
2527.12      2000         +1635        1000         +635         DRIFT
2529.12      2000         +1645        1000         +645         DRIFT
2531.12      2000         +1645        1000         +645         DRIFT
2533.12      2000         +1655        1000         +655         DRIFT
2535.12      2000         +1635        1000         +635         DRIFT
2537.12      2000         +1645        1000         +645         DRIFT
2539.12      2000         +1655        1000         +655         DRIFT
2541.12      2000         +1665        1000         +665         DRIFT
2543.12      2000         +1665        1000         +665         DRIFT
2545.12      2000         +1675        1000         +675         DRIFT
2547.12      2000         +1635        1000         +635         DRIFT
2549.12      2000         +1645        1000         +645         DRIFT
2551.12      2000         +1655        1000         +655         DRIFT
2553.12      2000         +1655        1000         +655         DRIFT
2555.12      2000         +1665        1000         +665         DRIFT
2557.12      2000         +1675        1000         +675         DRIFT
2559.12      2000         +1635        1000         +635         DRIFT
2561.12      2000         +1645        1000         +645         DRIFT
2563.12      2000         +1645        1000         +645         DRIFT
2565.12      2000         +1655        1000         +655         DRIFT
2567.12      2000         +1665        1000         +665         DRIFT
2569.12      2000         +1675        1000         +675         DRIFT
2571.12      2000         +1635        1000         +635         DRIFT
2573.12      2000         +1635        1000         +635         DRIFT
2575.12      2000         +1645        1000         +645         DRIFT
2577.12      2000         +1655        1000         +655         DRIFT
2579.12      2000         +1665        1000         +665         DRIFT
2581.12      2000         +1675        1000         +675         DRIFT
2583.13      2000         +1665        1000         +665         DRIFT
2585.13      2000         +1625        1000         +625         DRIFT
2587.13      2000         +1635        1000         +635         DRIFT
